dteventtime,哪队赢,gametime,击杀,死亡,助攻,赢输,MVP,FMVP,英雄ID,队伍,几排,mapName,detailUrl,pvpType,branchEvaluate,巅峰赛原积分,巅峰赛新积分,三杀,游戏时间,超神,一血,段位,段位星星,评价,analyseUrl,battleDetailUrl,evaluateUrl,英雄头像
1594831844,2,2020/7/16 0:24,10,1,6,1,0,0,105,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=45015&relaySvrId=-2129133308&gameseq=1594830157&pvptype=5,5,0,0,0,0,1577,0,1,永恒钻石II,3,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594830157&relaysvrentity=-2129133308&gamesvrentity=45015&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=45015&relaySvrId=-2129133308&gameSeq=1594830157&pvpType=5&acntCamp=2&battleType=5,,http://shp.qpic.cn/tgos/6674/88e11089198ba3a0540ecb171491d287/0
1594829446,2,2020/7/15 23:41,14,8,12,1,0,0,193,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=53417&relaySvrId=1880686851&gameseq=1594827611&pvptype=5,5,0,0,0,0,1754,0,0,永恒钻石II,3,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594827611&relaysvrentity=1880686851&gamesvrentity=53417&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=53417&relaySvrId=1880686851&gameSeq=1594827611&pvpType=5&acntCamp=2&battleType=5,,http://shp.qpic.cn/tgos/15601/c60e93e52074330cbd3e9d16a77ab7fd/0
1594827571,1,2020/7/15 23:27,1,4,4,2,0,0,118,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=53306&relaySvrId=823722243&gameseq=1594826740&pvptype=5,5,0,0,0,0,730,0,0,永恒钻石II,3,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594826740&relaysvrentity=823722243&gamesvrentity=53306&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=53306&relaySvrId=823722243&gameSeq=1594826740&pvpType=5&acntCamp=2&battleType=5,,http://shp.qpic.cn/tgos/9072/d53123dde87827470ca4db48d91f2503/0
1594826685,2,2020/7/15 23:06,7,7,6,2,0,0,107,1,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=53401&relaySvrId=-1474821373&gameseq=1594825519&pvptype=5,5,0,0,0,0,1080,0,0,永恒钻石II,3,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594825519&relaysvrentity=-1474821373&gamesvrentity=53401&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=53401&relaySvrId=-1474821373&gameSeq=1594825519&pvpType=5&acntCamp=1&battleType=5,,http://shp.qpic.cn/tgos/243/14ac3c259ac858dde097b68e8f64ea44/0
1594825481,2,2020/7/15 22:45,7,6,7,2,0,0,106,1,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=53009&relaySvrId=1444413699&gameseq=1594824224&pvptype=5,5,0,0,0,0,1154,0,0,永恒钻石II,3,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594824224&relaysvrentity=1444413699&gamesvrentity=53009&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=53009&relaySvrId=1444413699&gameSeq=1594824224&pvpType=5&acntCamp=1&battleType=5,,http://shp.qpic.cn/tgos/7229/35c95856f5d5b11906f4f060c8e0e6b8/0
1594815778,1,2020/7/15 20:01,1,5,11,2,0,0,168,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=51585&relaySvrId=1679426051&gameseq=1594814393&pvptype=5,5,0,0,0,0,1286,0,0,永恒钻石II,3,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594814393&relaysvrentity=1679426051&gamesvrentity=51585&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=51585&relaySvrId=1679426051&gameSeq=1594814393&pvpType=5&acntCamp=2&battleType=5,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594813893,1,2020/7/15 19:38,5,2,3,2,0,1,106,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=51127&relaySvrId=622330371&gameseq=1594812912&pvptype=5,5,4,0,0,0,803,0,0,永恒钻石II,3,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594812912&relaysvrentity=622330371&gamesvrentity=51127&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=51127&relaySvrId=622330371&gameSeq=1594812912&pvpType=5&acntCamp=2&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_mage_1.png,http://shp.qpic.cn/tgos/7229/35c95856f5d5b11906f4f060c8e0e6b8/0
1594812716,2,2020/7/15 19:14,1,9,15,2,0,0,168,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=51098&relaySvrId=18482179&gameseq=1594811485&pvptype=5,5,0,0,0,0,1052,0,0,永恒钻石II,4,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594811485&relaysvrentity=18482179&gamesvrentity=51098&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=51098&relaySvrId=18482179&gameSeq=1594811485&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594811423,2,2020/7/15 18:55,6,5,11,2,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=51051&relaySvrId=1561854979&gameseq=1594810351&pvptype=5,5,10,0,0,0,881,0,0,永恒钻石I,0,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594810351&relaysvrentity=1561854979&gamesvrentity=51051&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=51051&relaySvrId=1561854979&gameSeq=1594810351&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594727064,2,2020/7/14 19:28,8,3,8,1,1,0,107,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=43649&relaySvrId=504955651&gameseq=1594726023&pvptype=5,5,8,0,0,0,927,0,0,永恒钻石I,1,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594726023&relaysvrentity=504955651&gamesvrentity=43649&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=43649&relaySvrId=504955651&gameSeq=1594726023&pvpType=5&acntCamp=2&battleType=5,http://camp.qq.com/meta-data/evaluate/silver_warrior_1.png,http://shp.qpic.cn/tgos/243/14ac3c259ac858dde097b68e8f64ea44/0
1594635935,2,2020/7/13 18:18,1,2,0,2,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=36032&relaySvrId=-787021053&gameseq=1594635282&pvptype=5,5,0,0,0,0,441,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594635282&relaysvrentity=-787021053&gamesvrentity=36032&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=36032&relaySvrId=-787021053&gameSeq=1594635282&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594634828,2,2020/7/13 17:39,4,4,19,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=35881&relaySvrId=-216465149&gameseq=1594632995&pvptype=5,5,3,0,0,0,1657,0,0,永恒钻石I,1,伯仲局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594632995&relaysvrentity=-216465149&gamesvrentity=35881&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=35881&relaySvrId=-216465149&gameSeq=1594632995&pvpType=5&acntCamp=2&battleType=16,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594626896,1,2020/7/13 15:44,1,4,2,2,0,0,168,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=34804&relaySvrId=186254339&gameseq=1594626110&pvptype=5,5,0,0,0,0,629,0,0,永恒钻石I,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594626110&relaysvrentity=186254339&gamesvrentity=34804&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=34804&relaySvrId=186254339&gameSeq=1594626110&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594611063,2,2020/7/13 11:20,1,5,8,2,0,0,168,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=33172&relaySvrId=-1458110205&gameseq=1594610231&pvptype=5,5,0,0,0,0,653,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594610231&relaysvrentity=-1458110205&gamesvrentity=33172&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=33172&relaySvrId=-1458110205&gameSeq=1594610231&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594610107,1,2020/7/13 10:52,3,3,24,1,0,0,168,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=33077&relaySvrId=2031551235&gameseq=1594608565&pvptype=5,5,2,0,0,0,1335,0,0,永恒钻石I,2,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594608565&relaysvrentity=2031551235&gamesvrentity=33077&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=33077&relaySvrId=2031551235&gameSeq=1594608565&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_tank_1.png,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594608505,1,2020/7/13 10:32,0,7,11,2,0,0,168,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=32901&relaySvrId=-770178557&gameseq=1594607360&pvptype=5,5,0,0,0,0,975,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594607360&relaysvrentity=-770178557&gamesvrentity=32901&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=32901&relaySvrId=-770178557&gameSeq=1594607360&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594606864,1,2020/7/13 10:03,1,4,19,1,0,0,168,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=32896&relaySvrId=-1457979133&gameseq=1594605594&pvptype=5,5,0,0,0,0,1080,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594605594&relaysvrentity=-1457979133&gamesvrentity=32896&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=32896&relaySvrId=-1457979133&gameSeq=1594605594&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594604269,2,2020/7/13 9:19,2,1,18,1,1,0,168,2,1,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=32568&relaySvrId=2031550979&gameseq=1594603062&pvptype=5,5,5,0,0,0,1086,0,1,永恒钻石I,0,翻盘局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594603062&relaysvrentity=2031550979&gamesvrentity=32568&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=32568&relaySvrId=2031550979&gameSeq=1594603062&pvpType=5&acntCamp=2&battleType=5,http://camp.qq.com/meta-data/evaluate/gold_tank_1.png,http://shp.qpic.cn/tgos/201703m3/f55c6124c5ec84453e63cdc768d2653a/0
1594571237,2,2020/7/13 0:15,0,4,5,2,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=25727&relaySvrId=672793092&gameseq=1594570299&pvptype=5,5,0,0,0,0,726,0,0,永恒钻石I,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594570299&relaysvrentity=672793092&gamesvrentity=25727&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=25727&relaySvrId=672793092&gameSeq=1594570299&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594569943,1,2020/7/12 23:52,0,4,3,2,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=31399&relaySvrId=-1575354109&gameseq=1594568966&pvptype=5,5,0,0,0,0,815,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594568966&relaysvrentity=-1575354109&gamesvrentity=31399&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=31399&relaySvrId=-1575354109&gameSeq=1594568966&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594568910,1,2020/7/12 23:34,4,4,3,2,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=31330&relaySvrId=-400948477&gameseq=1594567916&pvptype=5,5,0,0,0,1,817,0,0,永恒钻石I,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594567916&relaysvrentity=-400948477&gamesvrentity=31330&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=31330&relaySvrId=-400948477&gameSeq=1594567916&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594567822,1,2020/7/12 23:15,2,3,11,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=30875&relaySvrId=-132709885&gameseq=1594566721&pvptype=5,5,10,0,0,0,888,0,0,永恒钻石I,3,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594566721&relaysvrentity=-132709885&gamesvrentity=30875&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=30875&relaySvrId=-132709885&gameSeq=1594566721&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594563446,2,2020/7/12 22:03,1,4,4,2,0,0,144,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=30783&relaySvrId=1763180803&gameseq=1594562439&pvptype=5,5,0,0,0,0,840,0,0,永恒钻石I,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594562439&relaysvrentity=1763180803&gamesvrentity=30783&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=30783&relaySvrId=1763180803&gameSeq=1594562439&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/8515/17ddeae55c98704f70699d615fd217aa/0
1594562288,1,2020/7/12 21:44,6,0,10,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=30140&relaySvrId=354025731&gameseq=1594561281&pvptype=5,5,9,0,0,0,816,0,1,永恒钻石I,3,暴走局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594561281&relaysvrentity=354025731&gamesvrentity=30140&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=30140&relaySvrId=354025731&gameSeq=1594561281&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594561176,1,2020/7/12 21:27,3,2,14,1,1,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=30069&relaySvrId=1494877187&gameseq=1594560240&pvptype=5,5,9,0,0,0,748,0,0,永恒钻石I,2,暴走局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594560240&relaysvrentity=1494877187&gamesvrentity=30069&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=30069&relaySvrId=1494877187&gameSeq=1594560240&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594560105,2,2020/7/12 21:08,4,6,4,2,0,0,107,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=30019&relaySvrId=-1474690301&gameseq=1594559080&pvptype=5,5,0,0,0,0,824,0,0,永恒钻石I,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594559080&relaysvrentity=-1474690301&gamesvrentity=30019&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=30019&relaySvrId=-1474690301&gameSeq=1594559080&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/243/14ac3c259ac858dde097b68e8f64ea44/0
1594554725,1,2020/7/12 19:35,3,4,14,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=29099&relaySvrId=-1877540093&gameseq=1594553524&pvptype=5,5,10,0,0,0,1013,0,0,永恒钻石I,1,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594553524&relaysvrentity=-1877540093&gamesvrentity=29099&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=29099&relaySvrId=-1877540093&gameSeq=1594553524&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1594553434,2,2020/7/12 19:14,2,5,1,2,0,0,193,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=28822&relaySvrId=270009091&gameseq=1594552268&pvptype=5,5,0,0,0,0,971,0,0,永恒钻石I,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594552268&relaysvrentity=270009091&gamesvrentity=28822&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=28822&relaySvrId=270009091&gameSeq=1594552268&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/15601/c60e93e52074330cbd3e9d16a77ab7fd/0
