dteventtime,哪队赢,gametime,击杀,死亡,助攻,赢输,MVP,FMVP,英雄ID,队伍,几排,mapName,detailUrl,pvpType,branchEvaluate,巅峰赛原积分,巅峰赛新积分,三杀,游戏时间,超神,一血,段位,段位星星,评价,analyseUrl,battleDetailUrl,evaluateUrl,英雄头像
1593623318,1,2020/7/2 0:53,1,5,5,2,0,0,193,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=577882&relaySvrId=336462339&gameseq=1593622202&pvptype=5,5,0,0,0,0,903,0,0,至尊星耀II,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593622202&relaysvrentity=336462339&gamesvrentity=577882&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=577882&relaySvrId=336462339&gameSeq=1593622202&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/15601/c60e93e52074330cbd3e9d16a77ab7fd/0
1593622134,2,2020/7/2 0:34,3,4,13,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=517288&relaySvrId=755958020&gameseq=1593621059&pvptype=5,5,0,0,0,0,872,0,0,至尊星耀II,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593621059&relaysvrentity=755958020&gamesvrentity=517288&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=517288&relaySvrId=755958020&gameSeq=1593621059&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593620986,1,2020/7/2 0:08,0,6,15,2,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=577377&relaySvrId=1141834243&gameseq=1593619520&pvptype=5,5,0,0,0,0,1263,0,0,至尊星耀II,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593619520&relaysvrentity=1141834243&gamesvrentity=577377&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=577377&relaySvrId=1141834243&gameSeq=1593619520&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593614886,2,2020/7/1 22:31,4,4,17,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=577089&relaySvrId=537854723&gameseq=1593613706&pvptype=5,5,10,0,0,0,990,0,0,至尊星耀II,1,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593613706&relaysvrentity=537854723&gamesvrentity=577089&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=577089&relaySvrId=537854723&gameSeq=1593613706&pvpType=5&acntCamp=2&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593613655,2,2020/7/1 22:02,4,7,24,2,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=575996&relaySvrId=-1290861821&gameseq=1593611949&pvptype=5,5,0,0,0,0,1516,0,0,至尊星耀II,0,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593611949&relaysvrentity=-1290861821&gamesvrentity=575996&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=575996&relaySvrId=-1290861821&gameSeq=1593611949&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593611862,2,2020/7/1 21:36,1,4,19,2,0,0,105,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=578492&relaySvrId=1829569027&gameseq=1593610363&pvptype=5,5,0,0,0,0,1298,0,1,至尊星耀II,0,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593610363&relaysvrentity=1829569027&gamesvrentity=578492&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=578492&relaySvrId=1829569027&gameSeq=1593610363&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/6674/88e11089198ba3a0540ecb171491d287/0
1593609346,1,2020/7/1 20:58,1,5,23,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=576177&relaySvrId=-368246525&gameseq=1593608151&pvptype=5,5,9,0,0,0,1018,0,0,至尊星耀II,1,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593608151&relaysvrentity=-368246525&gamesvrentity=576177&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=576177&relaySvrId=-368246525&gameSeq=1593608151&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593608105,2,2020/7/1 20:33,1,4,2,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=576444&relaySvrId=806158851&gameseq=1593606585&pvptype=5,5,0,0,0,0,1312,0,0,至尊星耀III,5,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593606585&relaysvrentity=806158851&gamesvrentity=576444&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=576444&relaySvrId=806158851&gameSeq=1593606585&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593600505,2,2020/7/1 18:30,0,3,17,1,0,0,171,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=577307&relaySvrId=-1693449469&gameseq=1593599245&pvptype=5,5,0,0,0,0,1060,0,0,至尊星耀III,4,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593599245&relaysvrentity=-1693449469&gamesvrentity=577307&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=577307&relaySvrId=-1693449469&gameSeq=1593599245&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/8433/28ea4aa382bda7aafb1d85887854e253/0
1593598639,2,2020/7/1 18:00,2,3,18,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574171&relaySvrId=470679811&gameseq=1593597453&pvptype=5,5,10,0,0,0,1008,0,0,至尊星耀III,3,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593597453&relaysvrentity=470679811&gamesvrentity=574171&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574171&relaySvrId=470679811&gameSeq=1593597453&pvpType=5&acntCamp=2&battleType=16,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593596342,2,2020/7/1 17:15,1,7,18,2,0,0,171,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574283&relaySvrId=2014118659&gameseq=1593594768&pvptype=5,5,0,0,0,0,1429,0,0,至尊星耀III,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593594768&relaysvrentity=2014118659&gamesvrentity=574283&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574283&relaySvrId=2014118659&gameSeq=1593594768&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/8433/28ea4aa382bda7aafb1d85887854e253/0
1593594684,1,2020/7/1 16:50,4,8,3,2,0,0,107,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573951&relaySvrId=1863254531&gameseq=1593593265&pvptype=5,5,0,0,0,0,1228,0,0,至尊星耀III,3,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593593265&relaysvrentity=1863254531&gamesvrentity=573951&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573951&relaySvrId=1863254531&gameSeq=1593593265&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/243/14ac3c259ac858dde097b68e8f64ea44/0
1593592051,2,2020/7/1 16:11,2,4,8,2,0,0,114,1,2,排位赛(双排),https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574005&relaySvrId=520946435&gameseq=1593590937&pvptype=5,5,0,0,0,0,943,0,0,至尊星耀III,4,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593590937&relaysvrentity=520946435&gamesvrentity=574005&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574005&relaySvrId=520946435&gameSeq=1593590937&pvpType=5&acntCamp=1&battleType=12,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593590862,1,2020/7/1 15:53,2,5,9,2,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=575217&relaySvrId=1980695299&gameseq=1593589871&pvptype=5,5,0,0,0,0,830,0,0,至尊星耀II,0,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593589871&relaysvrentity=1980695299&gamesvrentity=575217&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=575217&relaySvrId=1980695299&gameSeq=1593589871&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593589760,1,2020/7/1 15:36,1,3,8,2,0,0,171,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573839&relaySvrId=-1391525373&gameseq=1593588768&pvptype=5,5,0,0,0,0,774,0,0,至尊星耀II,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593588768&relaysvrentity=-1391525373&gamesvrentity=573839&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573839&relaySvrId=-1391525373&gameSeq=1593588768&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/8433/28ea4aa382bda7aafb1d85887854e253/0
1593588498,1,2020/7/1 15:14,1,6,7,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574636&relaySvrId=1510933507&gameseq=1593587453&pvptype=5,5,0,0,0,0,817,0,0,至尊星耀II,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593587453&relaysvrentity=1510933507&gamesvrentity=574636&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574636&relaySvrId=1510933507&gameSeq=1593587453&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593587242,1,2020/7/1 14:50,3,4,7,1,0,0,503,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574299&relaySvrId=-233962749&gameseq=1593586063&pvptype=5,5,0,0,0,0,999,0,0,至尊星耀II,1,躺赢局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593586063&relaysvrentity=-233962749&gamesvrentity=574299&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574299&relaySvrId=-233962749&gameSeq=1593586063&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/37284/55915c0822efd4769fc9fc9463fabc91/0
1593585935,2,2020/7/1 14:29,1,1,8,1,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574390&relaySvrId=1041236227&gameseq=1593584802&pvptype=5,5,0,0,0,0,944,0,0,至尊星耀III,5,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593584802&relaysvrentity=1041236227&gamesvrentity=574390&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574390&relaySvrId=1041236227&gameSeq=1593584802&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593584664,1,2020/7/1 14:02,3,3,9,2,0,0,114,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=574862&relaySvrId=1879900931&gameseq=1593583171&pvptype=5,5,0,0,0,0,1332,0,0,至尊星耀III,4,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593583171&relaysvrentity=1879900931&gamesvrentity=574862&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=574862&relaySvrId=1879900931&gameSeq=1593583171&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593582711,1,2020/7/1 13:36,0,2,7,2,0,1,171,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=576530&relaySvrId=-888340221&gameseq=1593581633&pvptype=5,5,0,0,0,0,902,0,0,至尊星耀III,5,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593581633&relaysvrentity=-888340221&gamesvrentity=576530&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=576530&relaySvrId=-888340221&gameSeq=1593581633&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/8433/28ea4aa382bda7aafb1d85887854e253/0
1593580969,1,2020/7/1 13:10,3,1,3,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573745&relaySvrId=-1743846653&gameseq=1593580041&pvptype=5,5,0,0,0,0,761,0,1,至尊星耀III,5,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593580041&relaysvrentity=-1743846653&gamesvrentity=573745&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573745&relaySvrId=-1743846653&gameSeq=1593580041&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593579934,1,2020/7/1 12:48,1,2,10,2,0,0,171,2,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573968&relaySvrId=252642307&gameseq=1593578740&pvptype=5,5,0,0,0,0,1021,0,0,至尊星耀III,4,伯仲局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593578740&relaysvrentity=252642307&gamesvrentity=573968&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573968&relaySvrId=252642307&gameSeq=1593578740&pvpType=5&acntCamp=2&battleType=16,,http://shp.qpic.cn/tgos/8433/28ea4aa382bda7aafb1d85887854e253/0
1593578623,2,2020/7/1 12:28,2,5,11,2,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573163&relaySvrId=890241283&gameseq=1593577489&pvptype=5,5,0,0,0,0,941,0,0,至尊星耀II,0,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593577489&relaysvrentity=890241283&gamesvrentity=573163&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573163&relaySvrId=890241283&gameSeq=1593577489&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593577360,2,2020/7/1 12:06,1,3,6,2,0,0,193,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=573078&relaySvrId=-267386109&gameseq=1593576205&pvptype=5,5,0,0,0,0,941,0,0,至尊星耀II,1,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593576205&relaysvrentity=-267386109&gamesvrentity=573078&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=573078&relaySvrId=-267386109&gameSeq=1593576205&pvpType=5&acntCamp=1&battleType=16,,http://shp.qpic.cn/tgos/15601/c60e93e52074330cbd3e9d16a77ab7fd/0
1593536905,2,2020/7/1 0:44,4,7,17,2,0,0,118,1,2,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=572026&relaySvrId=-871365885&gameseq=1593535367&pvptype=5,5,0,0,0,0,1417,0,0,至尊星耀II,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593535367&relaysvrentity=-871365885&gamesvrentity=572026&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=572026&relaySvrId=-871365885&gameSeq=1593535367&pvpType=5&acntCamp=1&battleType=5,,http://shp.qpic.cn/tgos/9072/d53123dde87827470ca4db48d91f2503/0
1593535282,1,2020/7/1 0:24,2,2,21,1,0,0,118,1,2,王者峡谷,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=572108&relaySvrId=-2112945917&gameseq=1593534190&pvptype=5,5,10,0,0,0,999,0,0,至尊星耀II,2,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593534190&relaysvrentity=-2112945917&gamesvrentity=572108&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=572108&relaySvrId=-2112945917&gameSeq=1593534190&pvpType=5&acntCamp=1&battleType=5,http://camp.qq.com/meta-data/evaluate/silver_support_1.png,http://shp.qpic.cn/tgos/9072/d53123dde87827470ca4db48d91f2503/0
1593533144,1,2020/6/30 23:51,0,5,7,2,0,0,114,2,3,排位赛(三排),https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=571821&relaySvrId=655295235&gameseq=1593532120&pvptype=5,5,0,0,0,0,831,0,0,至尊星耀II,2,,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593532120&relaysvrentity=655295235&gamesvrentity=571821&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=571821&relaySvrId=655295235&gameSeq=1593532120&pvpType=5&acntCamp=2&battleType=13,,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593532049,1,2020/6/30 23:31,4,4,18,1,0,0,114,1,3,排位赛(三排),https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=512279&relaySvrId=168755716&gameseq=1593530880&pvptype=5,5,9,0,0,1,978,0,0,至尊星耀II,3,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593530880&relaysvrentity=168755716&gamesvrentity=512279&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=512279&relaySvrId=168755716&gameSeq=1593530880&pvpType=5&acntCamp=1&battleType=13,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
1593530786,1,2020/6/30 23:09,2,3,27,1,0,0,114,1,3,排位赛(三排),https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=512060&relaySvrId=839713028&gameseq=1593529591&pvptype=5,5,9,0,0,0,1027,0,0,至尊星耀II,2,暴走局,https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593529591&relaysvrentity=839713028&gamesvrentity=512060&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,smobagamehelper://hippy?modulename=battledetail&toGameOpenId=owanlsjhh7xRwCKkzW6G_F7fqKIs&toServerId=3232&toAreaId=3&toAppRoleId=2386193908&toGameRoleId=242079734&gameSvrId=512060&relaySvrId=839713028&gameSeq=1593529591&pvpType=5&acntCamp=1&battleType=13,http://camp.qq.com/meta-data/evaluate/gold_support_1.png,http://shp.qpic.cn/tgos/5826/dcfd6b775be0c688912c2a7c8d92d4df/0
